seqnames,start,end,width,strand,source,type,gene_id,gene_type,gene_name,level,tag,hgnc_id,havana_gene,artif_dupl,EntrezID,description,Synonyms,Length,logFC,AveExpr,t,P.Value,adj.P.Val,B,order
chr10,30434021,30461833,27813,+,HAVANA,gene,ENSG00000107968.10,protein_coding,MAP3K8,2,NA,HGNC:6860,OTTHUMG00000017889.6,NA,1326,mitogen-activated protein kinase kinase kinase 8,AURA2|COT|EST|ESTF|MEKK8|TPL2|Tpl-2|c-COT,27813,0.6572753863440326,7.819519022322572,4.282140874402582,6.664703533313847e-5,0.014626915172227277,1.2555656449735473,79
chr9,21802636,21937651,135016,+,HAVANA,gene,ENSG00000099810.21,protein_coding,MTAP,1,overlapping_locus,HGNC:7413,OTTHUMG00000019690.10,NA,4507,methylthioadenosine phosphorylase,BDMF|DMSFH|DMSMFH|HEL-249|LGMBF|MSAP|c86fus,135016,-0.6481584097767774,3.86462430067493,-4.272130700825145,6.898881931669959e-5,0.014757232236999929,1.5341393402451535,80
chr16,1997654,2009821,12168,-,HAVANA,gene,ENSG00000167962.15,protein_coding,ZNF598,2,reference_genome_error,HGNC:28079,OTTHUMG00000176955.7,NA,90850,zinc finger protein 598,-,12168,-1.5963158201409642,-0.6330917403771709,-4.266791336781012,7.027032767363497e-5,0.014757232236999929,1.2235776352331715,81
chr1,116532936,116534092,1157,-,HAVANA,gene,ENSG00000177173.5,processed_pseudogene,NAP1L4P1,1,overlapping_locus,HGNC:39740,OTTHUMG00000022753.1,NA,728589,nucleosome assembly protein 1 like 4 pseudogene 1,-,1157,-0.7345157737149846,-0.11494502383758272,-4.265606247434669,7.055787537520064e-5,0.014757232236999929,1.1730034508646687,82
chr12,53006282,53042215,35934,+,HAVANA,gene,ENSG00000063046.18,protein_coding,EIF4B,1,overlapping_locus,HGNC:3285,OTTHUMG00000169570.7,NA,1975,eukaryotic translation initiation factor 4B,EIF-4B|PRO1843,35934,0.5002888281350799,8.747504935850447,4.265238143237841,7.064742330852238e-5,0.014757232236999929,1.1385496712689056,83
chr3,9962682,10011202,48521,-,HAVANA,gene,ENSG00000125037.13,protein_coding,EMC3,2,overlapping_locus,HGNC:23999,OTTHUMG00000128652.5,NA,55831,ER membrane protein complex subunit 3,POB|TMEM111,48521,0.4002711241712591,7.438106841890153,4.261769867498954,7.149656868773757e-5,0.014757232236999929,1.2097961334921887,84
chr22,36510855,36529184,18330,-,HAVANA,gene,ENSG00000100353.18,protein_coding,EIF3D,1,NA,HGNC:3278,OTTHUMG00000150599.5,NA,8664,eukaryotic translation initiation factor 3 subunit D,EIF3S7|eIF3-p66|eIF3-zeta,18330,0.23938898999200475,8.89218254361309,4.251964402548711,7.395111358121146e-5,0.015084287144365226,1.053788194935926,85
chr19,39943239,39943680,442,-,HAVANA,gene,ENSG00000187534.6,processed_pseudogene,PRR13P5,1,pseudo_consens,HGNC:50618,OTTHUMG00000182585.1,NA,440525,proline rich 13 pseudogene 5,-,442,0.36370744255139,7.362056468622166,4.247243953410846,7.516167793121942e-5,0.015152943860133515,1.1628781657422396,86
chr3,53283429,53347586,64158,-,HAVANA,gene,ENSG00000272886.6,protein_coding,DCP1A,2,ncRNA_host,HGNC:18714,OTTHUMG00000158193.8,NA,55802,decapping mRNA 1A,HSA275986|Nbla00360|SMAD4IP1|SMIF,64158,0.35383310774151067,6.698473486151345,4.235192202706363,7.834007785756124e-5,0.015292925250103407,1.1898177478740282,87
chr10,118297925,118342328,44404,-,HAVANA,gene,ENSG00000165669.14,protein_coding,FAM204A,2,NA,HGNC:25794,OTTHUMG00000019131.6,NA,63877,family with sequence similarity 204 member A,C10orf84|bA319I23.1,44404,0.405577735171442,6.584950932591592,4.23517280372719,7.834529738778972e-5,0.015292925250103407,1.2044715350023028,88
chr5,173056352,173139284,82933,+,HAVANA,gene,ENSG00000164463.12,protein_coding,CREBRF,1,NA,HGNC:24050,OTTHUMG00000163322.3,NA,153222,CREB3 regulatory factor,C5orf41|LRF,82933,0.5507918675597265,5.669808809024631,4.2345904112393224,7.85021540696276e-5,0.015292925250103407,1.2925862349169552,89
chr1,150730079,150765957,35879,-,HAVANA,gene,ENSG00000163131.12,protein_coding,CTSS,2,NA,HGNC:2545,OTTHUMG00000035010.3,NA,1520,cathepsin S,-,35879,0.31268661587521684,10.17247777164331,4.227467185630401,8.044544429112243e-5,0.015497367923549785,0.8780688086466526,90
chr10,74120255,74150842,30588,-,HAVANA,gene,ENSG00000185009.13,protein_coding,AP3M1,2,NA,HGNC:569,OTTHUMG00000018497.2,NA,26985,adaptor related protein complex 3 mu 1 subunit,-,30588,-0.6303191521875142,5.6218041536452334,-4.214872627790826,8.399594508365786e-5,0.016003535119345713,1.1917850335489462,91
chr9,129827290,129835863,8574,-,HAVANA,gene,ENSG00000136819.15,protein_coding,C9orf78,2,NA,HGNC:24932,OTTHUMG00000020796.2,NA,51759,chromosome 9 open reading frame 78,HCA59|HSPC220|bA409K20.3,8574,0.3117161861873834,7.541186518836679,4.204922024436342,8.690791687789894e-5,0.01626849544228588,1.0146799718190884,92
chr21,5130871,5154658,23788,-,HAVANA,gene,ENSG00000275464.6,artifact,ENSG00000275464,2,artifactual_duplication,NA,OTTHUMG00000189361.4,real_copy_is_ENSG00000241945,NA,NA,NA,23788,-1.439514616354753,1.384510686845038,-4.2031150163991065,8.744710557580319e-5,0.01626849544228588,1.315808384790241,93
chr6,27133043,27133535,493,+,HAVANA,gene,ENSG00000196787.4,protein_coding,H2AC11,2,NA,HGNC:4737,OTTHUMG00000014469.1,NA,NA,NA,NA,493,-2.765226256139128,-2.681800332838726,-4.200604610921168,8.820155563357208e-5,0.01626849544228588,0.30985421667759017,94
chr8,97644184,97730260,86077,+,HAVANA,gene,ENSG00000147649.10,protein_coding,MTDH,1,NA,HGNC:29608,OTTHUMG00000164692.6,NA,92140,metadherin,3D3|AEG-1|AEG1|LYRIC|LYRIC/3D3,86077,0.43522637383728835,9.001927690032538,4.1875239786746015,9.223571827114498e-5,0.016833504035632756,0.8620852716216714,95
chr9,83980798,84004074,23277,+,HAVANA,gene,ENSG00000178966.17,protein_coding,RMI1,2,ncRNA_host,HGNC:25764,OTTHUMG00000020113.4,NA,80010,RecQ mediated genome instability 1,BLAP75|C9orf76|FAAP75,23277,-1.1786541583770855,2.821466034310519,-4.184066995860493,9.333135389249755e-5,0.016856031393626274,1.2898963671977368,96
chr10,97458324,97498794,40471,-,HAVANA,gene,ENSG00000155229.21,protein_coding,MMS19,2,NA,HGNC:13824,OTTHUMG00000018857.6,NA,64210,"MMS19 homolog, cytosolic iron-sulfur assembly component",MET18|MMS19L|hMMS19,40471,-0.9646340133832281,4.150620068485952,-4.17465136578436,9.637971767844528e-5,0.017227129331019424,1.173000142601123,97
chr1,25398721,25399198,478,+,HAVANA,gene,ENSG00000238084.4,processed_pseudogene,ENSG00000238084,2,NA,NA,OTTHUMG00000003482.3,NA,NA,NA,NA,478,0.47976380124068285,4.498832017656617,4.168866661859451,9.830007319687492e-5,0.017391088460075685,1.1742554035654047,98
chr19,44112181,44134822,22642,+,HAVANA,gene,ENSG00000256294.8,protein_coding,ZNF225,2,NA,HGNC:13018,OTTHUMG00000182336.5,NA,7768,zinc finger protein 225,-,22642,-2.045832460564979,0.3046479231491964,-4.140431445972418,1.0829055756207491e-4,0.018883813442009418,1.0202150594954347,99
chr22,45344063,45413619,69557,-,HAVANA,gene,ENSG00000077935.17,protein_coding,SMC1B,2,NA,HGNC:11112,OTTHUMG00000151334.4,NA,27127,structural maintenance of chromosomes 1B,SMC1BETA|SMC1L2,69557,-2.511559813788598,-2.8762876427810267,-4.1387373909181555,1.0891575407780262e-4,0.018883813442009418,0.08276808346190112,100
chr2,58251440,58252525,1086,+,HAVANA,gene,ENSG00000233426.3,processed_pseudogene,EIF3FP3,2,NA,HGNC:37625,OTTHUMG00000152112.1,NA,339799,eukaryotic translation initiation factor 3 subunit F pseudogene 3,-,1086,0.3934135740690703,6.938673837370435,4.124537999647937,1.1429504646882495e-4,0.019493537271247575,0.7907910719193687,101
chr17,78174091,78187233,13143,-,HAVANA,gene,ENSG00000167900.12,protein_coding,TK1,2,NA,HGNC:11830,OTTHUMG00000150674.6,NA,7083,thymidine kinase 1,TK2,13143,-2.35128149204911,1.2105050626517608,-4.1225060342556175,1.1508552917453235e-4,0.019493537271247575,1.0369898184077373,102
chr15,29730713,29730985,273,+,HAVANA,gene,ENSG00000234664.1,processed_pseudogene,HMGN2P5,1,pseudo_consens,HGNC:33568,OTTHUMG00000172191.1,NA,727795,high mobility group nucleosomal binding domain 2 pseudogene 5,HMGN2L5,273,0.4143730426697756,7.440692605206178,4.120667230934204,1.1580541809542625e-4,0.019493537271247575,0.7489269293931811,103
chr12,48829756,48852842,23087,-,HAVANA,gene,ENSG00000174243.11,protein_coding,DDX23,2,NA,HGNC:17347,OTTHUMG00000170399.4,NA,9416,DEAD-box helicase 23,PRPF28|SNRNP100|U5-100K|U5-100KD|prp28,23087,-0.7306105324833618,4.645988284442498,-4.1164439733611395,1.1747532600093513e-4,0.019584492328886666,0.9668055459472065,104
chr19,7619525,7629545,10021,-,HAVANA,gene,ENSG00000076924.12,protein_coding,XAB2,2,NA,HGNC:14089,OTTHUMG00000182404.2,NA,56949,XPA binding protein 2,HCNP|HCRN|NTC90|SYF1,10021,-0.8655447775495926,4.320360396506128,-4.090224303836191,1.28375252286452e-4,0.021079606011100056,0.9031323276982572,105
chr2,27212041,27217178,5138,+,HAVANA,gene,ENSG00000138085.18,protein_coding,ATRAID,2,NA,HGNC:24090,OTTHUMG00000128405.7,NA,51374,all-trans retinoic acid induced differentiation factor,APR--3|APR-3|APR3|C2orf28|HSPC013|PRO240|p18,5138,0.458581049296078,8.24624162723596,4.085993190484048,1.302233061702819e-4,0.021079606011100056,0.5725283435038069,106
chr1,114727720,114727824,105,+,ENSEMBL,gene,ENSG00000201900.1,misc_RNA,RNY1P13,3,NA,HGNC:50876,NA,NA,106480310,"RNA, Ro-associated Y1 pseudogene 13",-,105,-1.833894999116572,-3.8501641824969313,-4.083193200393956,1.3146037167761725e-4,0.021079606011100056,-0.2689070785639709,107
chr2,50829442,50829678,237,-,HAVANA,gene,ENSG00000238165.1,processed_pseudogene,ENSG00000238165,1,overlapping_locus,NA,OTTHUMG00000151799.1,NA,NA,NA,NA,237,0.4539662998931888,4.3862337524644515,4.080795387322579,1.3252876131242787e-4,0.021079606011100056,0.8990228240560523,108
chr9,128729786,128772414,42629,-,HAVANA,gene,ENSG00000160445.11,protein_coding,ZER1,2,ncRNA_host,HGNC:30960,OTTHUMG00000020759.3,NA,10444,zyg-11 related cell cycle regulator,C9orf60|ZYG|ZYG11BL,42629,-1.2063579669760656,1.6518191357071992,-4.080395646964533,1.3270768614042473e-4,0.021079606011100056,0.9614467614053224,109
chr1,173824653,173858808,34156,+,HAVANA,gene,ENSG00000117593.12,protein_coding,DARS2,2,NA,HGNC:25538,OTTHUMG00000034803.10,NA,55157,"aspartyl-tRNA synthetase 2, mitochondrial",ASPRS|LBSL|MT-ASPRS,34156,-0.7495766764999541,3.6609701065210034,-4.078102948917645,1.3373841626606334e-4,0.021079606011100056,0.9461533836731846,110
chr5,171387116,171411810,24695,+,HAVANA,gene,ENSG00000181163.14,protein_coding,NPM1,1,NA,HGNC:7910,OTTHUMG00000130465.4,NA,4869,nucleophosmin 1,B23|NPM,24695,0.26523331830848385,8.24622587991648,4.063258297570636,1.406015366545906e-4,0.021818614593160927,0.5057198053421059,111
chr1,203167811,203175826,8016,-,HAVANA,gene,ENSG00000133055.10,protein_coding,MYBPH,2,NA,HGNC:7552,OTTHUMG00000042121.2,NA,4608,myosin binding protein H,-,8016,-2.176983377617651,-1.2953728639329154,-4.0624613336539355,1.4097945159061848e-4,0.021818614593160927,0.7031352141116409,112
chr4,168216291,168318883,102593,-,HAVANA,gene,ENSG00000137628.18,protein_coding,DDX60,2,NA,HGNC:25942,OTTHUMG00000161350.3,NA,55601,DExD/H-box helicase 60,-,102593,-1.6234430705037164,2.717091683676622,-4.059896592408253,1.4220229836354737e-4,0.021818614593160927,0.9101610116448446,113
chr9,124353465,124415444,61980,-,HAVANA,gene,ENSG00000136930.13,protein_coding,PSMB7,2,NA,HGNC:9544,OTTHUMG00000021042.3,NA,5695,proteasome subunit beta 7,Z,61980,0.28990849647866224,7.789807819211003,4.053153301125824,1.4546646452415955e-4,0.021994631345075486,0.5031105833394403,114
chr6,160991727,161117385,125659,+,HAVANA,gene,ENSG00000085511.20,protein_coding,MAP3K4,2,NA,HGNC:6856,OTTHUMG00000015968.5,NA,4216,mitogen-activated protein kinase kinase kinase 4,MAPKKK4|MEKK 4|MEKK4|MTK1|PRO0412,125659,-0.9632981204491293,3.2794037923554527,-4.052295901018157,1.458866423280471e-4,0.021994631345075486,0.8830656179181116,115
chr3,112332347,112362812,30466,+,HAVANA,gene,ENSG00000091972.18,protein_coding,CD200,1,overlapping_locus,HGNC:7203,OTTHUMG00000159248.3,NA,4345,CD200 molecule,MOX1|MOX2|MRC|OX-2,30466,-2.088463561823476,0.3119785038675474,-4.043699303983735,1.5016472459151902e-4,0.022207089962626866,0.5942245401692592,116
chr7,29920104,29990289,70186,-,HAVANA,gene,ENSG00000136193.17,protein_coding,SCRN1,2,NA,HGNC:22192,OTTHUMG00000097093.6,NA,9805,secernin 1,SES1,70186,-0.4892886411794457,6.544390345462545,-4.042158568353894,1.509441485158391e-4,0.022207089962626866,0.5520337951901464,117
chr5,76242024,76242404,381,-,HAVANA,gene,ENSG00000249014.2,processed_pseudogene,HMGN2P4,2,NA,HGNC:33567,OTTHUMG00000162400.2,NA,643744,high mobility group nucleosomal binding domain 2 pseudogene 4,HMGN2L4,381,0.4801916887218516,4.794820948763313,4.040113475245457,1.5198474412140027e-4,0.022207089962626866,0.7405849599146697,118
chr12,6666477,6689572,23096,-,HAVANA,gene,ENSG00000126746.19,protein_coding,ZNF384,1,NA,HGNC:11955,OTTHUMG00000168716.5,NA,171017,zinc finger protein 384,CAGH1|CAGH1A|CIZ|ERDA2|NMP4|NP|TNRC1,23096,-1.0297688338803423,1.6532882336147179,-4.037468640619771,1.5334076620908188e-4,0.022207089962626866,0.8329076071180204,119
chr12,51238724,51271362,32639,+,HAVANA,gene,ENSG00000183283.16,protein_coding,DAZAP2,2,NA,HGNC:2684,OTTHUMG00000169649.7,NA,9802,DAZ associated protein 2,PRTB,32639,0.4003189094928352,11.355808428601964,4.036771735114639,1.5370001127668845e-4,0.022207089962626866,0.16728288338961406,120
chr9,41479960,41480548,589,+,HAVANA,gene,ENSG00000275160.1,processed_pseudogene,RPL7AP45,1,pseudo_consens,HGNC:35935,OTTHUMG00000188492.1,NA,100132678,ribosomal protein L7a pseudogene 45,RPL7A_15_979,589,-1.9875135899954586,-2.397175018688188,-4.030632077990815,1.5690018375374054e-4,0.022482110627457468,0.18560432257335435,121
chr17,42810134,42833350,23217,-,HAVANA,gene,ENSG00000126581.13,protein_coding,BECN1,1,ncRNA_host,HGNC:1034,OTTHUMG00000180653.6,NA,8678,beclin 1,ATG6|VPS30|beclin1,23217,0.30719914557073924,7.385552074346301,4.028033982344093,1.582736480490182e-4,0.022493020572736704,0.45662065892612524,122
chr20,37693955,37872129,178175,+,HAVANA,gene,ENSG00000132792.20,protein_coding,CTNNBL1,1,NA,HGNC:15879,OTTHUMG00000032428.6,NA,56259,catenin beta like 1,C20orf33|NAP|P14L|PP8304|dJ633O20.1,178175,0.29437515568786043,7.567459629296541,4.023821235728783,1.6052535435745658e-4,0.02262754954349254,0.43136127714525596,123
chr12,75480753,75503863,23111,+,HAVANA,gene,ENSG00000139278.10,protein_coding,GLIPR1,1,NA,HGNC:17001,OTTHUMG00000169757.3,NA,11010,GLI pathogenesis related 1,CRISP7|GLIPR|RTVP1,23111,0.3095187853117505,8.625044540685227,4.018998844511083,1.6314082692364508e-4,0.02267013794630785,0.32414370820510374,124
chr6,43629540,43640941,11402,+,HAVANA,gene,ENSG00000124688.14,protein_coding,MAD2L1BP,2,NA,HGNC:21059,OTTHUMG00000014747.2,NA,9587,MAD2L1 binding protein,CMT2,11402,0.47580993027745766,5.06062965045658,4.018447298645602,1.6344256795988471e-4,0.02267013794630785,0.658066303196815,125
chr20,36573488,36593950,20463,+,HAVANA,gene,ENSG00000118707.11,protein_coding,TGIF2,2,overlapping_locus,HGNC:15764,OTTHUMG00000172332.5,NA,60436,TGFB induced factor homeobox 2,-,20463,-0.8758385784177967,3.2961696329015275,-4.015125988942352,1.6527100274307826e-4,0.022741814647297548,0.7550451934439639,126
chr1,96678874,96679620,747,-,HAVANA,gene,ENSG00000137970.7,processed_pseudogene,RPL7P9,2,NA,HGNC:37028,OTTHUMG00000010686.1,NA,653702,ribosomal protein L7 pseudogene 9,RPL7_3_75,747,0.4993980658976813,10.986241047037188,4.008525624335806,1.689633021365735e-4,0.02305007797814213,0.10616136620603012,127
chr17,37514807,37609472,94666,-,HAVANA,gene,ENSG00000275066.5,protein_coding,SYNRG,2,NA,HGNC:557,OTTHUMG00000188473.3,NA,11276,synergin gamma,AP1GBP1|SYNG,94666,-0.42254066083023556,5.726567691680504,-4.006398382751277,1.701701454148225e-4,0.02305007797814213,0.5246387437941804,128
chr16,51553436,51647132,93697,+,HAVANA,gene,ENSG00000224578.5,protein_coding,HNRNPA1L3,2,retrogene,HGNC:48778,OTTHUMG00000173250.2,NA,NA,NA,NA,93697,0.24090050357358805,7.6216269629467694,4.001518280803976,1.7297022889621114e-4,0.023247735105445803,0.35269454463775407,129
chr20,58839718,58911192,71475,+,HAVANA,gene,ENSG00000087460.29,protein_coding,GNAS,2,ncRNA_host,HGNC:4392,OTTHUMG00000033069.23,NA,2778,GNAS complex locus,AHO|C20orf45|GNAS1|GPSA|GSA|GSP|NESP|PITA3|POH|SCG6|SgVI,71475,0.35496198555653713,8.45411021603579,3.995849670548646,1.7627848156671417e-4,0.023479018590004886,0.2770846087645422,130
chr1,26472440,26476642,4203,+,HAVANA,gene,ENSG00000198830.12,protein_coding,HMGN2,2,NA,HGNC:4986,OTTHUMG00000003555.4,NA,3151,high mobility group nucleosomal binding domain 2,HMG17,4203,0.4434746727123322,8.84833369331253,3.99363963329132,1.7758472450313232e-4,0.023479018590004886,0.23016266730642254,131
chr12,5043879,5046788,2910,+,HAVANA,gene,ENSG00000130037.5,protein_coding,KCNA5,2,NA,HGNC:6224,OTTHUMG00000168232.3,NA,3741,potassium voltage-gated channel subfamily A member 5,ATFB7|HCK1|HK2|HPCN1|KV1.5|PCN1,2910,-1.3784211892384368,3.384256155182387,-3.9916751926114227,1.7875363097708184e-4,0.023479018590004886,0.5955329670445018,132
chr16,11851622,11907054,55433,+,HAVANA,gene,ENSG00000263307.2,lncRNA,RSL1D1-DT,2,NA,HGNC:55337,OTTHUMG00000177500.1,NA,NA,NA,NA,55433,-2.2345728561628913,-3.258482900726229,-3.9877744066047787,1.810967344603589e-4,0.023531824067682144,-0.24150285395551663,133
chr19,36888124,36916291,28168,-,HAVANA,gene,ENSG00000185869.15,protein_coding,ZNF829,2,NA,HGNC:34032,OTTHUMG00000048161.3,NA,374899,zinc finger protein 829,-,28168,-2.191063689944103,-0.8825304067498874,-3.986497516421815,1.8187013640958628e-4,0.023531824067682144,0.3407406670695874,134
chr12,14942031,14961728,19698,-,HAVANA,gene,ENSG00000111348.9,protein_coding,ARHGDIB,2,NA,HGNC:679,OTTHUMG00000168742.4,NA,397,Rho GDP dissociation inhibitor beta,D4|GDIA2|GDID4|LYGDI|Ly-GDI|RAP1GN1|RhoGDI2,19698,0.4053507973069621,11.095064511119501,3.971507679471314,1.9119056706466513e-4,0.024445681804639144,-0.014695791051048346,135
chr11,119121580,119136059,14480,+,HAVANA,gene,ENSG00000172273.13,protein_coding,HINFP,1,NA,HGNC:17850,OTTHUMG00000166168.5,NA,25988,histone H4 transcription factor,HiNF-P|MIZF|ZNF743,14480,-0.8000009523919527,3.9736667000268384,-3.970625864493249,1.917529545178754e-4,0.024445681804639144,0.5632856661117618,136
chr8,140505813,140508043,2231,-,HAVANA,gene,ENSG00000259891.1,lncRNA,ENSG00000259891,2,NA,NA,OTTHUMG00000164214.2,NA,NA,NA,NA,2231,-2.1412589008824936,-3.005938589900133,-3.965304936370225,1.9518038608028218e-4,0.024589835986416713,-0.19122600005426627,137
chr2,47695530,47810063,114534,+,HAVANA,gene,ENSG00000116062.19,protein_coding,MSH6,2,overlapping_locus,HGNC:7329,OTTHUMG00000129129.13,NA,2956,mutS homolog 6,GTBP|GTMBP|HNPCC5|HSAP|p160,114534,-0.41928186398029954,4.992333147965307,-3.964475062049788,1.957202310604168e-4,0.024589835986416713,0.49637716032747825,138
chr5,150094302,150095048,747,+,HAVANA,gene,ENSG00000214485.6,processed_pseudogene,RPL7P1,2,NA,HGNC:10367,OTTHUMG00000157906.1,NA,6174,ribosomal protein L7 pseudogene 1,RPL17P|RPL7P|RPL7_11_628,747,0.4344415393297716,9.968668639523857,3.9526973331885054,2.0353848881454954e-4,0.025181912404809378,0.011367758485169688,139
chr3,49805209,49813953,8745,-,HAVANA,gene,ENSG00000182179.13,protein_coding,UBA7,2,ncRNA_host,HGNC:12471,OTTHUMG00000158267.3,NA,7318,ubiquitin like modifier activating enzyme 7,D8|UBA1B|UBE1L|UBE2,8745,-1.1461510413954814,4.2206112747522635,-3.952652505937962,2.035688123543815e-4,0.025181912404809378,0.45954093860524736,140
chr17,4959226,4967817,8592,-,HAVANA,gene,ENSG00000091640.8,protein_coding,SPAG7,1,NA,HGNC:11216,OTTHUMG00000177733.2,NA,9552,sperm associated antigen 7,ACRP|FSA-1,8592,0.26738708867044547,7.544651784237697,3.9464096318770103,2.078345558952647e-4,0.025181912404809378,0.17876645104943822,141
chr21,14676689,14763259,86571,-,HAVANA,gene,ENSG00000232884.11,lncRNA,ENSG00000232884,2,NA,NA,OTTHUMG00000074314.16,NA,NA,NA,NA,86571,-3.1383325193061706,-3.6016296740773934,-3.943474016066898,2.0987006428200005e-4,0.025181912404809378,-0.23578089787949708,142
chr11,74748849,74842413,93565,+,HAVANA,gene,ENSG00000166439.6,protein_coding,RNF169,2,NA,HGNC:26961,OTTHUMG00000165516.3,NA,254225,ring finger protein 169,-,93565,-2.171127455547426,-1.2675671017836554,-3.9419722835820012,2.109187433263913e-4,0.025181912404809378,0.2040784106599327,143
chr7,73683597,73698212,14616,+,HAVANA,gene,ENSG00000071462.13,protein_coding,BUD23,2,NA,HGNC:16405,OTTHUMG00000023306.4,NA,114049,"BUD23, rRNA methyltransferase and ribosome maturation factor",HASJ4442|HUSSY-3|MERM1|PP3381|WBMT|WBSCR22,14616,0.3438579118828127,7.816715790428976,3.9395620184511246,2.1261240909831557e-4,0.025181912404809378,0.13903425185235108,144
chr10,71319259,71381423,62165,+,HAVANA,gene,ENSG00000198246.10,protein_coding,SLC29A3,2,NA,HGNC:23096,OTTHUMG00000018424.7,NA,55315,solute carrier family 29 member 3,ENT3|HCLAP|HJCD|PHID,62165,-0.7619078577193044,4.60181304363591,-3.9393225063256625,2.1278142441686227e-4,0.025181912404809378,0.3920802817762965,145
chr19,7903843,7914478,10636,+,HAVANA,gene,ENSG00000076984.18,protein_coding,MAP2K7,2,NA,HGNC:6847,OTTHUMG00000137368.3,NA,5609,mitogen-activated protein kinase kinase 7,JNKK2|MAPKK7|MEK|MEK 7|MKK7|PRKMK7|SAPKK-4|SAPKK4,10636,-0.740062533335101,3.1633060808081,-3.9358898621285685,2.1521796777273066e-4,0.025181912404809378,0.5322472672522753,146
chr3,111732497,111976517,244021,+,HAVANA,gene,ENSG00000144824.21,protein_coding,PHLDB2,1,overlapping_locus,HGNC:29573,OTTHUMG00000159282.4,NA,90102,pleckstrin homology like domain family B member 2,LL5b|LL5beta,244021,-2.0894092692850883,1.0234640336507907,-3.934283246371317,2.163675676794896e-4,0.025181912404809378,0.4519802213587498,147
chr1,46261196,46303616,42421,-,HAVANA,gene,ENSG00000132128.18,protein_coding,LRRC41,2,NA,HGNC:16917,OTTHUMG00000007810.7,NA,10489,leucine rich repeat containing 41,MUF1|PP7759,42421,-0.9939355353395083,4.844104362397239,-3.9324690812844003,2.176727783737137e-4,0.025181912404809378,0.3454031556758279,148
chr22,25448080,25520856,72777,+,HAVANA,gene,ENSG00000291087.1,lncRNA,CRYBB2P1,2,overlaps_pseudogene,NA,NA,NA,1416,crystallin beta B2 pseudogene 1,CRYB2B,72777,0.506165907096618,4.206146986632269,3.9309832221098007,2.1874742595810894e-4,0.025181912404809378,0.46122524880688953,149
chr11,4598672,4608231,9560,-,HAVANA,gene,ENSG00000167333.13,protein_coding,TRIM68,1,NA,HGNC:21161,OTTHUMG00000165723.4,NA,55128,tripartite motif containing 68,GC109|RNF137|SS-56|SS56,9560,-1.3539271328453353,2.038617515572281,-3.9304671999575707,2.191218314034161e-4,0.025181912404809378,0.5293942242589544,150
chr18,54357906,54385218,27313,+,HAVANA,gene,ENSG00000166845.15,protein_coding,C18orf54,2,NA,HGNC:13796,OTTHUMG00000132703.9,NA,162681,chromosome 18 open reading frame 54,LAS2,27313,-2.894198435290435,-2.0216230137201823,-3.92826940817016,2.207233772126601e-4,0.025181912404809378,-0.0101220915818665,151
chr1,52020131,52055191,35061,-,HAVANA,gene,ENSG00000117862.13,protein_coding,TXNDC12,2,overlapping_locus,HGNC:24626,OTTHUMG00000008629.7,NA,51060,thioredoxin domain containing 12,AG1|AGR1|ERP16|ERP18|ERP19|PDIA16|TLP19|hAG-1|hTLP19,35061,0.40728704373382385,5.783554894100741,3.926563764357298,2.2197404419799617e-4,0.025181912404809378,0.2782146620964703,152
chr3,189969030,189969861,832,-,HAVANA,gene,ENSG00000230077.1,processed_pseudogene,MTAPP2,1,overlapping_locus,HGNC:42443,OTTHUMG00000156314.1,NA,100420621,methylthioadenosine phosphorylase pseudogene 2,-,832,-1.024043072373742,-2.634981176898678,-3.9262308126185292,2.2221897554134472e-4,0.025181912404809378,-0.27759942884701694,153
chr5,77582376,77583122,747,+,HAVANA,gene,ENSG00000244363.3,processed_pseudogene,RPL7P23,2,NA,HGNC:35658,OTTHUMG00000157760.1,NA,648000,ribosomal protein L7 pseudogene 23,RPL7_7_580,747,0.4015607278662614,8.626105133564321,3.9192586847956794,2.2740803295196127e-4,0.02555330727256152,0.02136675283806344,154
chr4,168863770,169010275,146506,-,HAVANA,gene,ENSG00000145439.12,protein_coding,CBR4,2,NA,HGNC:25891,OTTHUMG00000161025.5,NA,84869,carbonyl reductase 4,SDR45C1,146506,-0.5229967510887832,4.28671351506555,-3.9178850332518267,2.2844403202486075e-4,0.02555330727256152,0.4169074577795451,155
chr16,85027782,85094230,66449,+,HAVANA,gene,ENSG00000135709.14,protein_coding,KIAA0513,2,NA,HGNC:29058,OTTHUMG00000176597.2,NA,9764,KIAA0513,-,66449,-0.7352270331108981,4.558846556571736,-3.9148769692633856,2.3072856728298716e-4,0.025643409612515586,0.33271753819878835,156
chr8,38201699,38204238,2540,-,HAVANA,gene,ENSG00000248585.2,processed_pseudogene,ENSG00000248585,1,pseudo_consens,NA,OTTHUMG00000160439.2,NA,NA,NA,NA,2540,-2.3114537012000307,-2.6536987046137326,-3.9111462744728587,2.3359244400213987e-4,0.02579634263763759,-0.19950121249011943,157
chr2,165933857,165949891,16035,+,HAVANA,gene,ENSG00000224490.5,lncRNA,TTC21B-AS1,2,NA,HGNC:41115,OTTHUMG00000154082.1,NA,100506134,TTC21B antisense RNA 1,-,16035,-2.4050948276519426,-3.3168398500642797,-3.906858121385842,2.3692647289338953e-4,0.025998931563453086,-0.5573156812841127,158
